,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,team_short
0,2381.0,Rodrigo,2.0,157.0,3.0,1.552031859755516,0.0,0.41605374217033386,8.0,3.0,0.0,0.0,M,Leeds,3.0,1.552031859755516,0.8921124115586281,0.10923817753791809,LEE
1,239.0,Pascal Groß,2.0,180.0,2.0,1.735150158405304,0.0,0.3459253776818514,4.0,5.0,0.0,0.0,D M,Brighton,2.0,1.735150158405304,2.2079639434814453,0.20498277992010117,BHA
2,773.0,Aleksandar Mitrovic,2.0,180.0,2.0,1.815388023853302,0.0,0.14822591096162796,7.0,2.0,1.0,0.0,F,Fulham,1.0,0.2930503189563751,0.3480568900704384,0.07890216261148453,FUL
3,5543.0,Gabriel Jesus,2.0,172.0,2.0,2.03757044672966,2.0,0.5772895812988281,8.0,3.0,0.0,0.0,F,Arsenal,2.0,2.03757044672966,2.103009134531021,0.06567841954529285,ARS
4,7752.0,Gabriel Martinelli,2.0,180.0,2.0,0.9254355058073997,0.0,0.6353156864643097,3.0,5.0,0.0,0.0,M,Arsenal,2.0,0.9254355058073997,1.2616053521633148,0.2773160897195339,ARS
5,8260.0,Erling Haaland,2.0,160.0,2.0,2.387539431452751,1.0,0.41682296991348267,7.0,1.0,0.0,0.0,F,Manchester City,1.0,1.6263704746961594,2.15000057220459,0.10680713504552841,MCI
6,10405.0,Josh Dasilva,2.0,96.0,2.0,0.05962069518864155,0.0,0.0,2.0,0.0,0.0,0.0,M S,Brentford,2.0,0.05962069518864155,0.05962069518864155,0.0,BRE
7,76.0,Fabian Schär,2.0,180.0,1.0,0.06235603243112564,0.0,0.049559593200683594,2.0,1.0,1.0,0.0,D,Newcastle United,1.0,0.06235603243112564,0.6060132384300232,0.6060132384300232,NEW
8,204.0,Granit Xhaka,2.0,180.0,1.0,0.6169639229774475,1.0,0.13669631257653236,2.0,3.0,1.0,0.0,M,Arsenal,1.0,0.6169639229774475,0.8603136092424393,0.12753123603761196,ARS
9,314.0,Ilkay Gündogan,2.0,151.0,1.0,0.591740682721138,0.0,0.23676149547100067,4.0,5.0,0.0,0.0,M,Manchester City,1.0,0.591740682721138,1.121654212474823,0.5067843869328499,MCI
10,343.0,Pierre-Emile Højbjerg,2.0,180.0,1.0,0.02610144577920437,0.0,0.47897231578826904,1.0,3.0,0.0,0.0,M,Tottenham,1.0,0.02610144577920437,1.0731000304222107,0.5680263191461563,TOT
11,447.0,Kevin De Bruyne,2.0,180.0,1.0,0.30265531688928604,2.0,1.0911667048931122,6.0,8.0,0.0,0.0,M,Manchester City,1.0,0.30265531688928604,2.019439220428467,1.117408126592636,MCI
12,468.0,Callum Wilson,2.0,179.0,1.0,0.719353973865509,0.0,0.18924226984381676,4.0,3.0,0.0,0.0,F,Newcastle United,1.0,0.719353973865509,0.9306839369237423,0.022087696939706802,NEW
13,643.0,Eric Dier,2.0,180.0,1.0,0.04380148556083441,0.0,0.0,2.0,0.0,0.0,0.0,D,Tottenham,1.0,0.04380148556083441,0.52265764772892,0.52265764772892,TOT
14,647.0,Harry Kane,2.0,180.0,1.0,0.9726943224668503,0.0,0.8634017109870911,5.0,5.0,0.0,0.0,F,Tottenham,1.0,0.9726943224668503,1.3413122296333313,0.26068365573883057,TOT
15,843.0,James Ward-Prowse,2.0,180.0,1.0,0.09206954017281532,0.0,0.12780749797821045,3.0,3.0,0.0,0.0,M,Southampton,1.0,0.09206954017281532,0.17756711319088936,0.03618669882416725,SOU
16,885.0,Kyle Walker-Peters,2.0,180.0,1.0,0.3093731701374054,0.0,0.08985630422830582,2.0,1.0,0.0,0.0,D,Southampton,1.0,0.3093731701374054,0.4922967776656151,0.0930673023685813,SOU
17,986.0,Danny Ings,2.0,150.0,1.0,0.44144655764102936,0.0,0.015351141802966595,5.0,1.0,2.0,0.0,F,Aston Villa,1.0,0.44144655764102936,0.5335095524787903,0.07671184092760086,AVL
18,998.0,Ivan Toney,2.0,180.0,1.0,0.6440043654292822,2.0,1.0221866965293884,3.0,7.0,0.0,0.0,F,Brentford,1.0,0.6440043654292822,1.0669224858283997,0.049258433282375336,BRE
19,1250.0,Mohamed Salah,1.0,90.0,1.0,0.3917771875858307,0.0,0.5341293215751648,2.0,1.0,0.0,0.0,F,Liverpool,1.0,0.3917771875858307,1.103966236114502,0.7121890187263489,LIV
20,1376.0,Kalidou Koulibaly,2.0,174.0,1.0,0.18063101172447205,0.0,0.0,4.0,0.0,0.0,0.0,D,Chelsea,1.0,0.18063101172447205,0.8146271333098412,0.7953129038214684,CHE
21,1389.0,Jorginho,2.0,166.0,1.0,0.8092512264847755,0.0,0.1928095445036888,2.0,3.0,0.0,0.0,M,Chelsea,0.0,0.0480823889374733,0.8302378356456757,0.5893459320068359,CHE
22,1654.0,Ben Mee,2.0,150.0,1.0,0.5613027811050415,0.0,0.0,1.0,0.0,0.0,0.0,D,Brentford,1.0,0.5613027811050415,0.049258433282375336,0.049258433282375336,BRE
23,2182.0,Jefferson Lerma,2.0,180.0,1.0,0.10186923295259476,0.0,0.0,1.0,0.0,0.0,0.0,D,Bournemouth,1.0,0.10186923295259476,0.02674887701869011,0.02674887701869011,BOU
24,2203.0,Emiliano Buendía,2.0,68.0,1.0,1.0861941576004028,0.0,0.1798135507851839,2.0,4.0,0.0,0.0,S,Aston Villa,1.0,1.0861941576004028,1.2177234888076782,0.13152927160263062,AVL
25,6055.0,Phil Foden,2.0,140.0,1.0,0.5050179362297058,1.0,0.6058176383376122,2.0,4.0,0.0,0.0,F,Manchester City,1.0,0.5050179362297058,1.612565040588379,0.528443019837141,MCI
26,6157.0,Timothy Castagne,2.0,180.0,1.0,0.05584317445755005,0.0,0.0,1.0,0.0,0.0,0.0,D,Leicester,1.0,0.05584317445755005,0.25797075778245926,0.25797075778245926,LEI
27,6552.0,Bryan Mbeumo,2.0,167.0,1.0,0.472263365983963,0.0,0.18568450212478638,4.0,1.0,0.0,0.0,F,Brentford,1.0,0.472263365983963,0.6579478681087494,0.0,BRE
28,6691.0,Dejan Kulusevski,2.0,178.0,1.0,0.18736779689788818,1.0,0.5757936835289001,2.0,3.0,0.0,0.0,M,Tottenham,1.0,0.18736779689788818,1.1588877439498901,0.3957262337207794,TOT
29,6818.0,James Maddison,2.0,180.0,1.0,0.391410157084465,1.0,0.17210227251052856,8.0,6.0,0.0,0.0,M,Leicester,1.0,0.391410157084465,0.49405084550380707,0.17260297387838364,LEI
30,6837.0,Ryan Sessegnon,2.0,128.0,1.0,0.7440012693405151,0.0,0.0,3.0,0.0,1.0,0.0,D,Tottenham,1.0,0.7440012693405151,0.7840229868888855,0.7030852437019348,TOT
31,7166.0,Mathias Jensen,2.0,138.0,1.0,0.24556733667850494,1.0,0.07406882755458355,2.0,2.0,0.0,0.0,M,Brentford,1.0,0.24556733667850494,0.5179926976561546,0.3847060725092888,BRE
32,7814.0,Taiwo Awoniyi,2.0,100.0,1.0,0.6513748168945312,0.0,0.0,2.0,0.0,0.0,0.0,F S,Nottingham Forest,1.0,0.6513748168945312,0.7125419974327087,0.06116717681288719,NOT
33,8067.0,Reece James,2.0,180.0,1.0,0.5528696477413177,0.0,0.6351079642772675,4.0,4.0,2.0,0.0,D,Chelsea,1.0,0.5528696477413177,1.7297633290290833,1.2622076272964478,CHE
34,8291.0,Daniel Podence,2.0,180.0,1.0,0.5214158147573471,0.0,0.1682448387145996,4.0,4.0,1.0,0.0,M,Wolverhampton Wanderers,1.0,0.5214158147573471,1.1367392838001251,0.5135027542710304,WOL
35,9739.0,Kiernan Dewsbury-Hall,2.0,164.0,1.0,0.047836149111390114,0.0,0.013236209750175476,2.0,1.0,0.0,0.0,M,Leicester,1.0,0.047836149111390114,0.2372661456465721,0.19745632261037827,LEI
36,10720.0,Darwin Núñez,1.0,37.0,1.0,1.672695517539978,1.0,0.49157100915908813,4.0,2.0,0.0,0.0,S,Liverpool,1.0,1.672695517539978,2.164266586303711,0.0,LIV
37,10743.0,Kieffer Moore,2.0,180.0,1.0,0.02723807282745838,0.0,0.042054176330566406,1.0,1.0,0.0,0.0,F,Bournemouth,1.0,0.02723807282745838,0.3910760283470154,0.349021852016449,BOU
38,10766.0,Joe Ayodele-Aribo,2.0,115.0,1.0,0.8217397443950176,0.0,0.0,4.0,0.0,0.0,0.0,F S,Southampton,1.0,0.8217397443950176,0.8560342416167259,0.0342944972217083,SOU
39,87.0,Joelinton,2.0,180.0,0.0,0.24106530845165253,1.0,0.3056807108223438,3.0,4.0,1.0,0.0,M,Newcastle United,0.0,0.24106530845165253,1.2397591695189476,1.0329992473125458,NEW
40,101.0,Allan Saint-Maximin,2.0,167.0,0.0,0.3583967685699463,0.0,0.06375740841031075,4.0,2.0,1.0,0.0,F,Newcastle United,0.0,0.3583967685699463,1.2000244334340096,0.928128182888031,NEW
41,229.0,Thiago Alcántara,1.0,53.0,0.0,0.0,0.0,0.061388105154037476,0.0,1.0,0.0,0.0,M,Liverpool,0.0,0.0,0.07826588302850723,0.016877776011824608,LIV
42,332.0,Joel Matip,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Liverpool,0.0,0.0,0.13354934751987457,0.13354934751987457,LIV
43,448.0,Ivan Perisic,2.0,30.0,0.0,0.0,1.0,0.5450994968414307,0.0,2.0,0.0,0.0,S,Tottenham,0.0,0.0,0.2731170654296875,0.2731170654296875,TOT
44,453.0,Son Heung-Min,2.0,172.0,0.0,0.7890568971633911,1.0,0.26688758190721273,6.0,5.0,0.0,0.0,M,Tottenham,0.0,0.7890568971633911,1.0613053143024445,0.16515900194644928,TOT
45,458.0,Steve Cook,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Nottingham Forest,0.0,0.0,0.0,0.0,NOT
46,463.0,Junior Stanislas,2.0,24.0,0.0,0.02674887701869011,0.0,0.0,1.0,0.0,0.0,0.0,S,Bournemouth,0.0,0.02674887701869011,0.02674887701869011,0.02674887701869011,BOU
47,473.0,Danny Ward,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Leicester,0.0,0.0,0.1150166466832161,0.1150166466832161,LEI
48,482.0,Roberto Firmino,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,Liverpool,0.0,0.0,0.016877776011824608,0.016877776011824608,LIV
49,486.0,Adam Lallana,2.0,145.0,0.0,0.5104067921638489,0.0,0.18692520260810852,2.0,3.0,0.0,0.0,M,Brighton,0.0,0.5104067921638489,0.778181254863739,0.0981891006231308,BHA
50,488.0,Philippe Coutinho,2.0,148.0,0.0,0.0579199455678463,0.0,0.03658315911889076,2.0,1.0,1.0,0.0,F M,Aston Villa,0.0,0.0579199455678463,0.1948309987783432,0.1369110494852066,AVL
51,489.0,James Milner,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Liverpool,0.0,0.0,0.11667156964540482,0.11667156964540482,LIV
52,500.0,Alex Iwobi,2.0,180.0,0.0,0.0,0.0,0.24449757486581802,0.0,4.0,0.0,0.0,M,Everton,0.0,0.0,0.2207765206694603,0.041634414345026016,EVE
53,501.0,Danny Welbeck,2.0,180.0,0.0,0.4828331619501114,1.0,0.6412820145487785,6.0,4.0,0.0,0.0,F,Brighton,0.0,0.4828331619501114,1.6545191407203674,0.5465325899422169,BHA
54,508.0,Calum Chambers,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Aston Villa,0.0,0.0,0.0,0.0,AVL
55,522.0,Wilfried Zaha,1.0,90.0,0.0,0.028413565829396248,0.0,0.44529661536216736,1.0,2.0,0.0,0.0,M,Crystal Palace,0.0,0.028413565829396248,0.5628265142440796,0.08911634981632233,CRY
56,531.0,Michail Antonio,2.0,133.0,0.0,0.335870198905468,0.0,0.03595101833343506,4.0,2.0,0.0,0.0,F,West Ham,0.0,0.335870198905468,0.26104286313056946,0.0,WHU
57,534.0,Aaron Cresswell,2.0,180.0,0.0,0.05493675172328949,0.0,0.3623794913291931,1.0,6.0,0.0,0.0,D,West Ham,0.0,0.05493675172328949,0.3313443660736084,0.2850900888442993,WHU
58,535.0,Manuel Lanzini,2.0,79.0,0.0,0.04420832544565201,0.0,0.0,2.0,0.0,0.0,0.0,M S,West Ham,0.0,0.04420832544565201,0.04420832544565201,0.0,WHU
59,546.0,David de Gea,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Manchester United,0.0,0.0,0.18259703367948532,0.18259703367948532,MUN
60,556.0,Marcus Rashford,2.0,180.0,0.0,0.48969724774360657,0.0,0.1520893480628729,5.0,3.0,1.0,0.0,F M,Manchester United,0.0,0.48969724774360657,0.8464244306087494,0.2233073115348816,MUN
61,558.0,Jesse Lingard,2.0,180.0,0.0,0.20617923140525818,0.0,0.10353113524615765,2.0,3.0,0.0,0.0,M,Nottingham Forest,0.0,0.20617923140525818,0.35245783627033234,0.10391463711857796,NOT
62,579.0,Nathan Aké,2.0,180.0,0.0,0.09708247054368258,0.0,0.0,3.0,0.0,0.0,0.0,D,Manchester City,0.0,0.09708247054368258,1.2087125182151794,1.2087125182151794,MCI
63,586.0,John Stones,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Manchester City,0.0,0.0,0.0,0.0,MCI
64,603.0,Nathaniel Clyne,1.0,90.0,0.0,0.0,0.0,0.06403308361768723,0.0,1.0,1.0,0.0,D,Crystal Palace,0.0,0.0,0.47557032108306885,0.47557032108306885,CRY
65,605.0,Jordan Henderson,1.0,90.0,0.0,0.03935473412275314,0.0,0.5538455247879028,2.0,2.0,0.0,0.0,M,Liverpool,0.0,0.03935473412275314,1.2995939254760742,0.729066789150238,LIV
66,618.0,Raheem Sterling,2.0,177.0,0.0,0.768836036324501,1.0,0.5696330368518829,5.0,4.0,0.0,0.0,F,Chelsea,0.0,0.768836036324501,1.421064853668213,0.11044614389538765,CHE
67,620.0,Kelechi Iheanacho,1.0,16.0,0.0,0.04041978716850281,1.0,0.2090214341878891,1.0,3.0,0.0,0.0,S,Leicester,0.0,0.04041978716850281,0.16990657150745392,0.0,LEI
68,631.0,Ashley Young,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,S,Aston Villa,0.0,0.0,0.0,0.0,AVL
69,637.0,Hugo Lloris,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Tottenham,0.0,0.0,0.8538821339607239,0.8538821339607239,TOT
70,638.0,Kyle Walker,2.0,176.0,0.0,0.0,0.0,0.022680599242448807,0.0,1.0,0.0,0.0,D,Manchester City,0.0,0.0,1.239457607269287,1.2167770117521286,MCI
71,645.0,Dele Alli,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Everton,0.0,0.0,0.0,0.0,EVE
72,646.0,Christian Eriksen,2.0,180.0,0.0,0.54652538895607,0.0,0.13961713016033173,5.0,3.0,0.0,0.0,F M,Manchester United,0.0,0.54652538895607,1.1724655032157898,0.4960653856396675,MUN
73,652.0,Kieran Trippier,2.0,180.0,0.0,0.0519057996571064,0.0,0.17883357778191566,1.0,3.0,0.0,0.0,D,Newcastle United,0.0,0.0519057996571064,0.3028050661087036,0.3028050661087036,NEW
74,660.0,Ben Davies,2.0,178.0,0.0,0.08745748549699783,1.0,0.03663386404514313,2.0,2.0,0.0,0.0,D,Tottenham,0.0,0.08745748549699783,0.9040179010480642,0.8365743160247803,TOT
75,672.0,Jordan Ayew,1.0,90.0,0.0,0.06403308361768723,0.0,0.10922874510288239,1.0,3.0,0.0,0.0,M,Crystal Palace,0.0,0.06403308361768723,0.173261821269989,0.06403308361768723,CRY
76,675.0,Jack Grealish,2.0,130.0,0.0,0.06065651774406433,0.0,0.7275566607713699,1.0,4.0,0.0,0.0,F S,Manchester City,0.0,0.06065651774406433,1.33579221367836,0.5664341486990452,MCI
77,681.0,César Azpilicueta,2.0,104.0,0.0,0.0,0.0,0.2522071301937103,0.0,2.0,0.0,0.0,D S,Chelsea,0.0,0.0,1.0309018194675446,1.0309018194675446,CHE
78,688.0,Ruben Loftus-Cheek,2.0,106.0,0.0,0.10174742341041565,0.0,0.20210357010364532,1.0,2.0,0.0,0.0,D S,Chelsea,0.0,0.10174742341041565,1.217888593673706,0.9140375852584839,CHE
79,706.0,Lukasz Fabianski,2.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,West Ham,0.0,0.0,0.03215772286057472,0.03215772286057472,WHU
80,741.0,Jordan Pickford,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Everton,0.0,0.0,0.13427555561065674,0.13427555561065674,EVE
81,750.0,Riyad Mahrez,2.0,91.0,0.0,0.07971862703561783,0.0,0.08525678981095552,3.0,3.0,0.0,0.0,F S,Manchester City,0.0,0.07971862703561783,0.5446155816316605,0.5219349712133408,MCI
82,751.0,N&#039;Golo Kanté,2.0,178.0,0.0,0.06859831139445305,0.0,0.18621940165758133,2.0,3.0,0.0,0.0,M,Chelsea,0.0,0.06859831139445305,1.2095941305160522,1.0929133892059326,CHE
83,755.0,Jamie Vardy,2.0,164.0,0.0,0.0,1.0,0.4497641269117594,0.0,2.0,0.0,0.0,F,Leicester,0.0,0.0,0.4667215943336487,0.016957469284534454,LEI
84,757.0,Jeffrey Schlupp,1.0,87.0,0.0,0.15599288046360016,0.0,0.0,3.0,0.0,0.0,0.0,M,Crystal Palace,0.0,0.15599288046360016,0.2200259566307068,0.06403308361768723,CRY
85,759.0,Daniel Amartey,2.0,157.0,0.0,0.011097821407020092,0.0,0.016957469284534454,1.0,1.0,0.0,0.0,D,Leicester,0.0,0.011097821407020092,0.19055137038230896,0.16249607503414154,LEI
86,762.0,Demarai Gray,2.0,174.0,0.0,0.18787521868944168,0.0,0.0622844435274601,3.0,2.0,0.0,0.0,F M,Everton,0.0,0.18787521868944168,0.24168841540813446,0.0,EVE
87,767.0,Jack Colback,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,Nottingham Forest,0.0,0.0,0.042747460305690765,0.042747460305690765,NOT
88,782.0,Ben Chilwell,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Chelsea,0.0,0.0,0.1423172652721405,0.1423172652721405,CHE
89,790.0,Nathan Redmond,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Southampton,0.0,0.0,0.0,0.0,SOU
90,807.0,Jonny Evans,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Leicester,0.0,0.0,0.20009738951921463,0.20009738951921463,LEI
91,813.0,Salomón Rondón,1.0,23.0,0.0,0.5962281823158264,0.0,0.08984585851430893,1.0,1.0,0.0,0.0,S,Everton,0.0,0.5962281823158264,0.7217705845832825,0.035696592181921005,EVE
92,822.0,Patrick Bamford,2.0,113.0,0.0,0.6494883596897125,0.0,0.0,4.0,0.0,0.0,0.0,F,Leeds,0.0,0.6494883596897125,0.6494883596897125,0.0,LEE
93,825.0,Adam Smith,2.0,180.0,0.0,0.3174240253865719,0.0,0.0,2.0,0.0,2.0,0.0,D,Bournemouth,0.0,0.3174240253865719,0.43091360479593277,0.11348959431052208,BOU
94,833.0,Virgil van Dijk,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,Liverpool,0.0,0.0,0.5903128385543823,0.5903128385543823,LIV
95,842.0,Oriol Romeu,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,Southampton,0.0,0.0,0.0,0.0,SOU
96,884.0,Matt Targett,1.0,90.0,0.0,0.0,0.0,0.07664316892623901,0.0,3.0,0.0,0.0,D,Newcastle United,0.0,0.0,0.7427637577056885,0.7158461213111877,NEW
97,900.0,Adama Traoré,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Wolverhampton Wanderers,0.0,0.0,0.0,0.0,WOL
98,910.0,Harrison Reed,2.0,180.0,0.0,0.07890216261148453,0.0,0.13977178931236267,1.0,3.0,1.0,0.0,M,Fulham,0.0,0.07890216261148453,0.255680812522769,0.08710415661334991,FUL
99,922.0,Andreas Pereira,2.0,178.0,0.0,0.04672102630138397,0.0,0.08128230646252632,1.0,3.0,0.0,0.0,M,Fulham,0.0,0.04672102630138397,0.20982947200536728,0.11062037758529186,FUL
100,935.0,Kurt Zouma,2.0,180.0,0.0,0.06377439200878143,0.0,0.0,1.0,0.0,0.0,0.0,D,West Ham,0.0,0.06377439200878143,0.03215772286057472,0.03215772286057472,WHU
101,983.0,Kevin Mbabu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Fulham,0.0,0.0,0.0,0.0,FUL
102,985.0,Mason Holgate,2.0,163.0,0.0,0.2787075340747833,0.0,0.04442970082163811,3.0,1.0,1.0,0.0,D S,Everton,0.0,0.2787075340747833,0.23330886662006378,0.18887916952371597,EVE
103,1006.0,Luke Shaw,2.0,140.0,0.0,0.056737061589956284,0.0,0.16698896884918213,1.0,3.0,1.0,0.0,D,Manchester United,0.0,0.056737061589956284,0.17602332681417465,0.03146349638700485,MUN
